Product Name,Image Link,VariantID,Size,Volume Unit,Expert Ratings,Stock,WS Retail Price,Winemaker Name,Vintage (Year),Country,Region,Wine Type,Wine Grapes,Level to Drink,Vinification Process,Season,Soil Type,Description,Occasion,Body,Acidity,Alcohol,Fruitiness,Minerality,Sweetness / Dry
Thorle Riesling Rheinhessen Auslese 2021,https://cdn.prod.website-files.com/672cb53a9f8f60aabd3a7754/6732083c366c9a47970deca7Thorle20Riesling20Rheinhessen20Auslese.png,355195,750ml,ml,(RP: 92; WS: 90),10,398,Thorle,2021,Germany,Rheinhessen,White,Riesling,/ Drink within 5-7 years.,"/ Aged in stainless steel with partial oak for 12 months, followed by 6 months of bottle aging.","summer, autumn",Soil Type: Limestone,"This Riesling Auslese from Rheinhessen is a sweet and refreshing wine, boasting a medium body and high acidity. Fresh fruit flavors dominate the palate, balanced by a medium level of minerality. The 12.5 alcohol content adds a touch of warmth, making this wine perfect for sipping on its own or pairing with spicy dishes.",Occasion: Celebration,Medium,High,12.5,Fresh,Medium,Sweet
Thorle Riesling Rheinhessen Kabinett 2022,https://cdn.prod.website-files.com/672cb53a9f8f60aabd3a7754/6732083c98e5d10b4f17e01fThorle20Riesling20Rheinhessen20Kabinett202022.png,355197,750ml,ml,(RP: 88; WS: 90),10,198,Thorle,2022,Germany,Rheinhessen,White,Riesling,/ Drink within 5 years.,/ Aged in stainless steel with partial oak.,"spring, summer",Soil Type: Limestone,"This crisp and refreshing Riesling from Rheinhessen boasts a light body, high acidity, and a hint of sweetness. Fresh fruit flavors dominate the palate, balanced by a medium minerality, making it a perfect pairing for lighter fare or a delightful apéritif.",Occasion: Casual,Light,High,11.5,Fresh,Medium,Off-dry
Thorle Riesling Rheinhessen Spatlese 2021,https://cdn.prod.website-files.com/672cb53a9f8f60aabd3a7754/6732083d764d7bdd738faf29Thorle20Riesling20Rheinhessen20Spatlese202021.png,355199,750ml,ml,RP: 88; WS: 90,10,258,Thorle,2021,Germany,Rheinhessen,White,Riesling,/ Drink within 5 years.,/ Aged in stainless steel with partial oak for 6-8 months.,"Spring, Summer",Soil Type: Limestone,"A crisp and refreshing Riesling with a medium body, showcasing fresh fruit flavors and a hint of sweetness, balanced by high acidity and a touch of minerality.",/ Occasion: Celebration,Medium,High,12.5,Fresh,Medium,Off-dry
Thorles Silvaner Rheinhessen Probstey Trocken 2022,https://cdn.prod.website-files.com/672cb53a9f8f60aabd3a7754/6732083d4bad1532eeb9873cThorles20Silvaner20Rheinhessen20Probstey20Trocken.png,355227,750ml,ml,RP: 92; WS: 90,10,488,Thorle,2022,Germany,Rheinhessen,White,Silvaner,/ Drink within 5 years.,/ Aged in stainless steel with partial oak for 6 months.,"spring, summer",Soil Type: Limestone,"A crisp and refreshing white wine with flavors of green apple, peach, and a hint of citrus, balanced by a medium acidity and a dry finish.",Occasion: Celebration,Medium,Medium,12.5,Fresh,Medium,Dry
Two Hands Semillon Adrestia Adelaide 2019,https://cdn.prod.website-files.com/672cb53a9f8f60aabd3a7754/6734e1eabf2c3ddad8c7d8dbTwo20Hands20Semillon20Adrestia20Adelaide202019.png,355201,750ml,ml,(RP: 92; WS: 90),10,448,Two Hands,2019,Australia,Adelaide,White,Semillon,/ Drink within 5-7 years.,/ Aged in French oak hogsheads for 12 months.,"summer, spring",Soil Type: Clay,"This wine is a crisp and refreshing Semillon with a medium body, showcasing fresh fruit flavors and a hint of minerality, balanced by a medium acidity and a dry finish.",Occasion: Celebration,Medium,Medium,13.5,Fresh,Medium,Dry
Unshackled Chardonnay California 2021,https://cdn.prod.website-files.com/672cb53a9f8f60aabd3a7754/67386dfa12ab66f45bcf5714Unshackled20Chardonnay20California202021.png,355203,750ml,ml,RP: 92; WS: 90,10,290,Unshackled,2021,USA,Napa,White,Chardonnay,/ Drink within 3-5 years.,/ Aged in French oak barrels for 12 months with 30 new oak and 70 neutral oak.,"spring, summer",Soil Type: Clay,"A rich and buttery Chardonnay with a velvety smooth texture, showcasing flavors of ripe stone fruits, subtle hints of vanilla, and a touch of minerality, finishing with a satisfying off-dry note.",Occasion: Celebration,Medium,Medium,13.5,Rich,Medium,Off-dry
Valdicava Brunello di Montalcino DOCG Tuscany 2016,https://cdn.prod.website-files.com/672cb53a9f8f60aabd3a7754/6734613d96c925d222468540Valdicava20Brunello20di20Montalcino20DOCG20Tuscany.png,355205,750ml,ml,(RP: 94; WS: 92),10,848,Valdicava,2016,Italy,Tuscany,Red,Sangiovese,/ Drink within 10 years.,"/ Aged in Slavonian oak barrels for 4 years, with a minimum of 2 years in bottle before release.","Autumn, Winter",Soil Type: Clay-Limestone,"A full-bodied, rich and dry Brunello di Montalcino with medium acidity, showcasing the classic characteristics of Sangiovese from Tuscany, with a long, velvety finish.",Occasion: Celebration,Full,Medium,13.5,Rich,Medium,Dry
Vereinigte Hospitien - Mosel Riesling Trocken (Dry) 2022,https://cdn.prod.website-files.com/672cb53a9f8f60aabd3a7754/6734e1eb248f6736ced6f19cVereinigte20Hospitien20-20Mosel20Riesling20Trocken20(Dry)202022.png,355207,750ml,ml,RP: 92; WS: 90,10,190,Vereinigte Hospitien,2022,Germany,Mosel,White,Riesling,/ Drink within 5 years.,"/ Aged in stainless steel tanks with a short period of cold soak to preserve the crisp acidity and fruit flavors, followed by a gentle pressing and fermentation at cool temperatures to maintain the wines delicate aromas.","spring, summer",Soil Type: Slate,"A crisp and refreshing Riesling with a medium body, showcasing fresh fruit flavors, high acidity, and a hint of minerality, perfect for sipping on a warm day or pairing with lighter dishes.",Occasion: Casual,Medium,High,12.5,Fresh,Medium,Dry
Vereinigte Hospitien - Piesporter Goldtropfchen Riesling Spatlese 2021,https://cdn.prod.website-files.com/672cb53a9f8f60aabd3a7754/6734e1e9bdd26229c6f22b99Vereinigte20Hospitien20-20Piesporter20Goldtropfchen20Riesling20Spatlese202021.png,355209,750ml,ml,(RP: 92; WS: 90),10,340,Vereinigte Hospitien,2021,Germany,Mosel,White,Riesling,/ Drink within 5 years.,/ Aged in stainless steel with partial oak for 6-8 months.,"Spring, summer",Soil Type: Slate,"A crisp and refreshing Riesling with a medium body, showcasing fresh fruit flavors, high minerality, and a hint of sweetness, balanced by a lively acidity and a clean finish.",Occasion: Celebration,Medium,High,11.5,Fresh,High,Off-dry
Vereinigte Hospitien Trier Scharzhofberger Riesling Grosses Gewachs 2018,https://cdn.prod.website-files.com/672cb53a9f8f60aabd3a7754/6734e1ebd1ca4574e887cedfVereinigte20Hospitien20Trier20Scharzhofberger20Riesling20Grosses20Gewachs202018.png,355211,750ml,ml,(RP: 92; WS: 93),10,469,Vereinigte Hospitien,2018,Germany,Mosel,White,Riesling,/ Drink within 10 years.,"/ Aged in stainless steel with partial oak for 12 months, followed by 6 months of bottle aging.","spring, summer",Soil Type: Slate,"A crisp and refreshing Riesling with a medium body, showcasing fresh fruit flavors and a hint of sweetness, balanced by high acidity and minerality, perfect for sipping on a warm day or pairing with seafood dishes.",Occasion: Celebration,Medium,High,12.5,Fresh,High,Off-dry
Vereinigte Hospitien Trier Sekt Riesling Brut Mosel 2018,https://cdn.prod.website-files.com/672cb53a9f8f60aabd3a7754/6734e1ecc295372840f97859Vereinigte20Hospitien20Trier20Sekt20Riesling20Brut20Mosel202018.png,355213,750ml,ml,RP: 90; WS: 92,10,258,Vereinigte Hospitien,2018,Germany,Mosel,Sparkling,Riesling,/ Drink within 5 years.,"/ Aged in stainless steel with partial oak aging for 6-8 months, followed by 12-18 months of bottle aging.","spring, summer",Soil Type: Slate,"A crisp and refreshing Riesling Sekt from Mosel, offering a delightful balance of fresh fruit flavors, high acidity, and a hint of minerality, perfect for celebrations and apéritifs.",Occasion: Celebration,Light,High,12.5,Fresh,High,Off-dry
Vignobles Andre Lurton Chateau de Rochemorin Blanc Pessac-Leognan 2015,https://cdn.prod.website-files.com/672cb53a9f8f60aabd3a7754/6734e1eb11e7adafd92c565bVignobles20Andre20Lurton20Chateau20de20Rochemorin20Blanc20Pessac-Leognan202015.png,355215,750ml,ml,RP: 88; WS: 90,10,249,Chateau de Rochemorin,2015,France,Left Bordeaux,White,Sauvignon Blanc,/ Drink within 5 years.,/ Aged in stainless steel with partial oak aging for 6-8 months.,"spring, summer",Soil Type: Gravel,"A crisp and refreshing white wine with a medium body, showcasing fresh citrus and grassy notes, balanced by a high acidity and a hint of minerality, finishing dry and clean.",Occasion: Celebration,Medium,High,13.5,Fresh,Medium,Dry
Vinas Mora Kaamen II Primorska Hrvatska 2021,https://cdn.prod.website-files.com/672cb53a9f8f60aabd3a7754/67385ad47ac5550075a2b4e4Vinas20Mora20Andreis202021.png,355217,750ml,ml,(RP: 88; WS: 90),10,503,Vinas Mora,2021,Croatia,Primorska Hrvatska,White,Babic,/ Drink within 3-5 years.,"/ Aged in stainless steel with partial oak for 6 months, followed by 12 months of bottle aging.","spring, summer",Soil Type: Clay-Limestone,"A rich and full-bodied wine with a medium body, showcasing fresh fruit flavors and a hint of minerality, balanced by a crisp acidity and a dry finish.",Occasion: Celebration,Medium,Medium,13.2,Fresh,Medium,Dry
Vinas Mora Kaamen III Primorska Hrvatska 2020,https://cdn.prod.website-files.com/672cb53a9f8f60aabd3a7754/67385ad47ac5550075a2b470Vinas20Mora2027Kaamen20III2720Primorska20Hrvatska202020.png,355219,750ml,ml,(RP: 88; WS: 90),10,680,Vinas Mora,2020,Croatia,Primorska Hrvatska,White,Babic,/ Drink within 3-5 years.,"/ Aged in stainless steel for 6 months, followed by 12 months in Slavonian oak barrels.","Spring, Summer",Soil Type: Clay-Limestone,"A medium-bodied wine with a balanced acidity, showcasing the Babic grapes characteristic fruitiness, complemented by a subtle minerality and a dry finish.",/ Occasion: Celebration,Medium,Medium,13.2,Medium,Medium,Dry
Vinas Mora Kaamen Primorska Hrvatska 2021,https://cdn.prod.website-files.com/672cb53a9f8f60aabd3a7754/67385ad49b4c89bda56be641Vinas20Mora2027Kaamen2720Primorska20Hrvatska202021.png,355221,750ml,ml,RP: 88; WS: 90,10,430,Vinas Mora,2021,Croatia,Primorska Hrvatska,White,Babic,/ Drink within 3-5 years.,/ Aged in stainless steel with partial oak for 6 months.,"spring, summer",Soil Type: Clay-Limestone,"A rich and full-bodied wine with a deep, dark fruit flavor profile, complemented by a subtle minerality and a crisp, refreshing acidity, finishing dry and clean.",Occasion: Casual,Medium,Medium,13.2,Fresh,Medium,Dry
Vinas Mora Andreis 2021,https://cdn.prod.website-files.com/672cb53a9f8f60aabd3a7754/67385ad47ac5550075a2b4e4Vinas20Mora20Andreis202021.png,355223,750ml,ml,(RP: 88; WS: 90),10,378,Vinas Mora,2021,Croatia,Primorska Hrvatska,Red,Babic,/ Drink within 5 years.,/ Aged in stainless steel with partial oak for 12 months.,"spring, summer",Soil Type: Clay-Limestone,"A crisp and refreshing Croatian red wine, Vinas Mora Andreis 2021 showcases the Babic grapes vibrant personality. Expect a medium-bodied wine with a lively acidity, moderate tannins, and a subtle minerality. Flavors of fresh dark fruits, such as blackberry and black cherry, dominate the palate, while a hint of earthiness adds depth. The finish is dry and satisfying, making this an excellent pairing for a variety of dishes, including grilled meats and robust cheeses.",Occasion: Celebration,Medium,Medium,13.2,Fresh,Medium,Dry
Vincent Girardin Puligny Montrachet Village VV 2020,https://cdn.prod.website-files.com/672cb53a9f8f60aabd3a7754/67385ad46540e46d3822f67eVincent20Girardin20Puligny20Montrachet20Village20VV202020.png,355225,750ml,ml,(RP: 92; WS: 90),10,738,Vincent Girardin,2020,France,Cote de Beaune,White,Chardonnay,Drink within 5-7 years.,/ Aged in French oak barrels for 12 months with 25 new oak.,"summer, spring",Soil Type: Limestone,"A crisp and refreshing Chardonnay with a medium body, showcasing fresh fruit flavors, a hint of minerality, and a dry finish, all balanced by a lively acidity and a subtle hint of oak.",Occasion: Celebration,Medium,High,13.5,Fresh,Medium,Dry
Edoardo Mirogilo Zero Burt NV,https://cdn.prod.website-files.com/672cb53a9f8f60aabd3a7754/67501c97897863abe335fda2Edoardo20Miroglio20Zero20Brut20NV.png,,,ml,(RP: 88; WS: 90),10,,Edoardo Mirogilo,NV (Non-Vintage),Bulgaria,Thracian Valley,Sparkling,,Drink now,/ Aged in stainless steel with partial oak.,"Spring, Summer",Soil Type: Clay,"A harmonious blend of fruit and minerality, with a medium body and off-dry sweetness, perfect for pairing with lighter dishes.",Occasion: Casual,Medium,Medium,13.2,Medium,Medium,Off-dry
Dalton Cannan White 2022,https://cdn.prod.website-files.com/672cb53a9f8f60aabd3a7754/67501c91a46cd9c780d61807Dalton20Canaan20White202022.png,,,ml,(RP: 92; WS: 90),10,,Dalton Cannan,2022,Israel,Upper Gailiee,White,,Drink within 2-3 years.,/ Aged in stainless steel with partial oak.,"summer, spring",Soil Type: Terra Rossa,"This crisp and refreshing white wine from Upper Galilee offers a delightful balance of fresh fruit flavors, medium acidity, and a hint of minerality, finishing off-dry and smooth.",Occasion: Casual,Medium,Medium,12.5,Fresh,Medium,Off-dry
Aurelia Visinescu Anima Chardonnay 2021,https://cdn.prod.website-files.com/672cb53a9f8f60aabd3a7754/67501c91a46cd9c780d61835Aurelia20VisCCA6inescu20Anima20Chardonnay202021.png,,,ml,RP: 88; WS: 90,10,,Aurelia Visinescu,2021,Romania,Dealu Mare,White,,Drink within 3-5 years.,/ Aged in French oak barrels for 12 months with regular lees stirring.,,Soil Type: Clay,"A rich and velvety Chardonnay with a medium body, showcasing a perfect balance of acidity and fruitiness, with hints of minerality and a subtle sweetness, making it a delightful companion for a variety of dishes.",Occasion: Casual,Medium,Medium,13.2,Rich,Medium,Off-dry
Aurelia Visinescu Red Artisan 2021,https://cdn.prod.website-files.com/672cb53a9f8f60aabd3a7754/67501c91836351c9044ad78aAurelia20VisCCA6inescu20Red20Artisan202021.png,,,ml,(RP: 88; WS: 90),10,,Aurelia Visinescu,2021,Romania,Dealu Mare,Red,,Drink within 5 years.,/ Aged in French oak barrels for 12 months with regular racking and gentle stirring.,"autumn, winter",Soil Type: Clay,"This Romanian red wine from Dealu Mare is a rich and fruity delight, with a medium body and balanced acidity. The 13.5 alcohol content adds a sense of warmth, while the off-dry sweetness and medium minerality create a complex and engaging taste experience.",Occasion: Casual,Medium,Medium,13.5,Rich,Medium,Off-dry
Edoardo Mirogilo Reserve Elenovo Mavrud 2022,https://cdn.prod.website-files.com/672cb53a9f8f60aabd3a7754/67501c917187d13e0a81e36fEdoardo20Miroglio20Reserve20Elenovo20Mavrud202022.png,,,ml,(RP: 92; WS: 90),10,,Edoardo Mirogilo,2022,Bulgaria,Thracian Valley,Red,,Drink within 5 years.,/ Aged in French oak barrels for 12 months with regular racking and gentle stirring to enhance complexity and structure.,"Autumn, Winter",Soil Type: Clay,"A rich, full-bodied wine with a velvety texture, showcasing a rich fruitiness and subtle minerality, balanced by a medium acidity and a dry finish.",Occasion: Celebration,Full,Medium,14.2,Rich,Medium,Dry
Aurelia Visinescu Artisan Tamaioasa Romaneaca Sweet 2021,https://cdn.prod.website-files.com/672cb53a9f8f60aabd3a7754/67501c91998750896cd3b198Aurelia20VisCCA6inescu20Artisan20TaCC86maCC82ioasaCC8620RomaCC82neascaCC8620Sweet202021.png,,,ml,RP: 88; WS: 90,10,,Aurelia Visinescu,2021,Romania,Dealu Mare,White,Tamaioasa Romaneasca,/ Drink within 3-5 years.,"/ Aged in stainless steel with partial oak for 6 months, followed by 3 months of bottle aging.","Spring, Summer",Soil Type: Clay-Limestone,"A rich and velvety sweet wine with flavors of ripe stone fruits, apricot, and honey, balanced by a medium acidity and a hint of minerality, perfect for pairing with sweet or savory dishes.",Occasion: Casual,Medium,Medium,12.5,Rich,Medium,Sweet
Champagne Drappier Brut Nature Zero Dosage NV,https://cdn.prod.website-files.com/672cb53a9f8f60aabd3a7754/67501c91bb4a91b0d0b97db6Champagne20Drappier20Brut20Nature20Zero20Dosage20NV.png,,,ml,(RP: 92; WS: 90),10,,Drappier,NV,France,Champagne,Sparkling,Chardonnay,/ Drink now or within 3 years.,"/ Aged for a minimum of 3 years in the cellar, with a slow and gentle pressing of the grapes, followed by a natural fermentation in small oak barrels.","spring, summer",Soil Type: Limestone,"A crisp and refreshing champagne with a medium body, high acidity, and a dry finish, showcasing fresh fruit flavors and a subtle minerality.",Occasion: Celebration,Medium,High,12.5,Fresh,Medium,Dry
Stephanie Ogier Blanc De Ogier 2016,https://cdn.prod.website-files.com/672cb53a9f8f60aabd3a7754/67501c9170d80a999175fc5eSteCC81phanie20Ogier20Blanc20de20Ogier202016.png,,,ml,(RP: 92; WS: 90),10,,Stephanie Ogier,2016,France,Rhone,White,Viognier,/ Drink within 5 years.,/ Aged in oak barrels for 12 months with regular lees stirring.,"summer, autumn",Soil Type: Granite,"This Viognier from Rhone is a rich and indulgent wine, offering a medium-bodied texture and a subtle balance of acidity. The fruitiness is opulent, with flavors of ripe stone fruits and a hint of sweetness. The minerality adds a layer of complexity, while the 13.5 alcohol provides a satisfying warmth. Overall, a delightful and indulgent white wine perfect for sipping on its own or pairing with rich and creamy dishes.",Occasion: Casual,Medium,Medium,13.5,Rich,Medium,Off-dry
Camille De Labrie Chardonnay 2018,https://cdn.prod.website-files.com/672cb53a9f8f60aabd3a7754/67501c910a98c4f3e64814a5Camille20de20Labrie20Chardonnay202018.png,,,ml,RP: 88; WS: 90,10,,Camille De Labrie,2018,France,Left Bordeaux,White,Semillon,/ Drink within 5 years.,/ Aged in oak barrels for 12 months with regular lees stirring.,"summer, spring",Soil Type: Gravel,"This Camille De Labrie Chardonnay 2018 is a crisp and refreshing white wine, showcasing the Semillon grapes signature citrus and grassy notes, balanced by a subtle minerality and a hint of sweetness, finishing dry and clean.",Occasion: Casual,Medium,Medium,12.5,Fresh,Medium,Dry
Axelle Pierre Courdurie Stella Solare Blanc 2016,https://cdn.prod.website-files.com/672cb53a9f8f60aabd3a7754/67501c91329b45a55a9bea1bAxelle202620Pierre20Courdurie20Stella20Solare20Blanc202016.png,,,ml,RP: 88; WS: 90,10,,Axelle Pierre,2016,France,Left Bordeaux,White,Semillon,/ Drink within 5 years.,/ Aged in oak barrels for 12 months with regular lees stirring.,"spring, summer",Soil Type: Gravel,"A crisp and refreshing white wine with flavors of green apple, citrus, and a hint of grassy notes, perfect for sipping on a warm day.",Occasion: Casual,Medium,Medium,12.5,Fresh,Medium,Dry
